store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment
1,2010-02-05,1643690.875,False,42.310001373291016,2.572000026702881,211.0963592529297,8.105999946594238
1,2010-02-12,1641957.5,True,38.5099983215332,2.5480000972747803,211.24217224121094,8.105999946594238
1,2010-02-19,1611968.125,False,39.93000030517578,2.5139999389648438,211.2891387939453,8.105999946594238
1,2010-02-26,1409727.625,False,46.630001068115234,2.561000108718872,211.31964111328125,8.105999946594238
1,2010-03-05,1554806.625,False,46.5,2.625,211.3501434326172,8.105999946594238
1,2010-03-12,1439541.625,False,57.790000915527344,2.6670000553131104,211.38064575195312,8.105999946594238
1,2010-03-19,1472515.75,False,54.58000183105469,2.7200000286102295,211.21563720703125,8.105999946594238
1,2010-03-26,1404429.875,False,51.45000076293945,2.7320001125335693,211.01803588867188,8.105999946594238
1,2010-04-02,1594968.25,False,62.27000045776367,2.7190001010894775,210.82044982910156,7.808000087738037
1,2010-04-09,1545418.5,False,65.86000061035156,2.7699999809265137,210.62286376953125,7.808000087738037
1,2010-04-16,1466058.25,False,66.31999969482422,2.808000087738037,210.4886932373047,7.808000087738037
1,2010-04-23,1391256.125,False,64.83999633789062,2.7950000762939453,210.43911743164062,7.808000087738037
1,2010-04-30,1425100.75,False,67.41000366210938,2.7799999713897705,210.38954162597656,7.808000087738037
1,2010-05-07,1603955.125,False,72.55000305175781,2.8350000381469727,210.3399658203125,7.808000087738037
1,2010-05-14,1494251.5,False,74.77999877929688,2.8540000915527344,210.33743286132812,7.808000087738037
1,2010-05-21,1399662.125,False,76.44000244140625,2.8259999752044678,210.61709594726562,7.808000087738037
1,2010-05-28,1432070.0,False,80.44000244140625,2.759000062942505,210.89675903320312,7.808000087738037
1,2010-06-04,1615524.75,False,80.69000244140625,2.7049999237060547,211.17642211914062,7.808000087738037
1,2010-06-11,1542561.125,False,80.43000030517578,2.6679999828338623,211.4561004638672,7.808000087738037
1,2010-06-18,1503284.0,False,84.11000061035156,2.63700008392334,211.45376586914062,7.808000087738037
1,2010-06-25,1422711.625,False,84.33999633789062,2.6530001163482666,211.33865356445312,7.808000087738037
1,2010-07-02,1492418.125,False,80.91000366210938,2.6689999103546143,211.22352600097656,7.7870001792907715
1,2010-07-09,1546074.125,False,80.4800033569336,2.6419999599456787,211.10841369628906,7.7870001792907715
1,2010-07-16,1448938.875,False,83.1500015258789,2.622999906539917,211.1003875732422,7.7870001792907715
1,2010-07-23,1385065.25,False,83.36000061035156,2.6080000400543213,211.23513793945312,7.7870001792907715
1,2010-07-30,1371986.625,False,81.83999633789062,2.640000104904175,211.36990356445312,7.7870001792907715
1,2010-08-06,1605491.75,False,87.16000366210938,2.627000093460083,211.50466918945312,7.7870001792907715
1,2010-08-13,1508237.75,False,87.0,2.691999912261963,211.63941955566406,7.7870001792907715
1,2010-08-20,1513080.5,False,86.6500015258789,2.6640000343322754,211.60336303710938,7.7870001792907715
1,2010-08-27,1449142.875,False,85.22000122070312,2.61899995803833,211.5673065185547,7.7870001792907715
1,2010-09-03,1540163.5,False,81.20999908447266,2.5769999027252197,211.53125,7.7870001792907715
1,2010-09-10,1507460.75,True,78.69000244140625,2.565000057220459,211.4951934814453,7.7870001792907715
1,2010-09-17,1430378.625,False,82.11000061035156,2.5820000171661377,211.5224609375,7.7870001792907715
1,2010-09-24,1351791.0,False,80.94000244140625,2.624000072479248,211.59722900390625,7.7870001792907715
1,2010-10-01,1453329.5,False,71.88999938964844,2.6029999256134033,211.6719970703125,7.8379998207092285
1,2010-10-08,1508239.875,False,63.93000030517578,2.632999897003174,211.7467498779297,7.8379998207092285
1,2010-10-15,1459409.125,False,67.18000030517578,2.7200000286102295,211.81375122070312,7.8379998207092285
1,2010-10-22,1345454.0,False,69.86000061035156,2.7249999046325684,211.86129760742188,7.8379998207092285
1,2010-10-29,1384209.25,False,69.63999938964844,2.7160000801086426,211.90884399414062,7.8379998207092285
1,2010-11-05,1551659.25,False,58.7400016784668,2.688999891281128,211.95639038085938,7.8379998207092285
1,2010-11-12,1494479.5,False,59.61000061035156,2.7279999256134033,212.00393676757812,7.8379998207092285
1,2010-11-19,1483784.125,False,51.40999984741211,2.7709999084472656,211.88967895507812,7.8379998207092285
1,2010-11-26,1955624.125,True,64.5199966430664,2.734999895095825,211.74842834472656,7.8379998207092285
1,2010-12-03,1548033.75,False,49.27000045776367,2.7079999446868896,211.60719299316406,7.8379998207092285
1,2010-12-10,1682614.25,False,46.33000183105469,2.8429999351501465,211.46595764160156,7.8379998207092285
1,2010-12-17,1891034.875,False,49.84000015258789,2.86899995803833,211.4053192138672,7.8379998207092285
1,2010-12-24,2387950.25,False,52.33000183105469,2.885999917984009,211.40512084960938,7.8379998207092285
